"","LSOA.CODE","PCD7","PCD8","OA11CD","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","LAD11NMW","PCDOASPLT","LA.CODE","LA.NAME","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived."
"135557","E01004738","SW1V3AU","SW1V 3AU","E00023979","E01004738","Westminster 024D","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",14.28,18919
"135558","E01004738","SW1V3QU","SW1V 3QU","E00023981","E01004738","Westminster 024D","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",14.28,18919
"135561","E01004738","SW1V3RY","SW1V 3RY","E00023964","E01004738","Westminster 024D","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",14.28,18919
"135564","E01004739","SW1V3PH","SW1V 3PH","E00175224","E01004739","Westminster 024E","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",8.95,25405
"135565","E01004739","SW1V3PL","SW1V 3PL","E00175224","E01004739","Westminster 024E","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",8.95,25405
"135583","E01004739","SW1V3PW","SW1V 3PW","E00175224","E01004739","Westminster 024E","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",8.95,25405
"135584","E01004739","SW1V3PP","SW1V 3PP","E00175224","E01004739","Westminster 024E","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",8.95,25405
"135590","E01004739","SW1V3PN","SW1V 3PN","E00175224","E01004739","Westminster 024E","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",8.95,25405
"135598","E01004740","SW1V2BE","SW1V 2BE","E00023992","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135599","E01004740","SW1V2SY","SW1V 2SY","E00023989","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135600","E01004740","SW1V2QE","SW1V 2QE","E00023990","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135601","E01004740","SW1V2EE","SW1V 2EE","E00023988","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135602","E01004740","SW1V2QF","SW1V 2QF","E00023990","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135603","E01004740","SW1V2SX","SW1V 2SX","E00023987","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135604","E01004740","SW1V2BG","SW1V 2BG","E00023992","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135605","E01004740","SW1V2DY","SW1V 2DY","E00023992","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",1,"00BK","City of Westminster","H","London",34.17,6497
"135606","E01004740","SW1V2LD","SW1V 2LD","E00023988","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135607","E01004740","SW1V2SU","SW1V 2SU","E00023987","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135608","E01004740","SW1V2LF","SW1V 2LF","E00023989","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135609","E01004740","SW1V2NF","SW1V 2NF","E00023985","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135610","E01004740","SW1V2LE","SW1V 2LE","E00023988","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135611","E01004740","SW1V2SW","SW1V 2SW","E00023986","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135612","E01004740","SW1V2SR","SW1V 2SR","E00023985","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135613","E01004740","SW1V2NB","SW1V 2NB","E00023992","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135614","E01004740","SW1V2JX","SW1V 2JX","E00023985","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135615","E01004740","SW1V2LB","SW1V 2LB","E00023987","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135616","E01004740","SW1V2TA","SW1V 2TA","E00023989","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135617","E01004740","SW1V2NG","SW1V 2NG","E00023985","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135618","E01004740","SW1V2QD","SW1V 2QD","E00023990","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135619","E01004740","SW1V2SP","SW1V 2SP","E00023986","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135620","E01004740","SW1V2QB","SW1V 2QB","E00023990","E01004740","Westminster 021A","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",34.17,6497
"135621","E01004741","SW1V3DY","SW1V 3DY","E00023963","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135622","E01004741","SW1V2HX","SW1V 2HX","E00023999","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135623","E01004741","SW1V2PX","SW1V 2PX","E00023993","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135624","E01004741","SW1V2TH","SW1V 2TH","E00023994","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135625","E01004741","SW1V2NE","SW1V 2NE","E00023963","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135626","E01004741","SW1V2HP","SW1V 2HP","E00023999","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135627","E01004741","SW1V3SQ","SW1V 3SQ","E00023966","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135628","E01004741","SW1V2PW","SW1V 2PW","E00023993","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135629","E01004741","SW1V2TQ","SW1V 2TQ","E00023993","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135630","E01004741","SW1V3SG","SW1V 3SG","E00023966","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135631","E01004741","SW1V3QE","SW1V 3QE","E00023971","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135632","E01004741","SW1V2NZ","SW1V 2NZ","E00023963","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135633","E01004741","SW1V3RL","SW1V 3RL","E00023971","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135634","E01004741","SW1V2QR","SW1V 2QR","E00023994","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135635","E01004741","SW1V2QA","SW1V 2QA","E00023995","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135636","E01004741","SW1V2JD","SW1V 2JD","E00023966","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135637","E01004741","SW1V2QS","SW1V 2QS","E00023994","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135638","E01004741","SW1V3AS","SW1V 3AS","E00023963","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135639","E01004741","SW1V2QT","SW1V 2QT","E00023994","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135640","E01004741","SW1V2QP","SW1V 2QP","E00023995","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135641","E01004741","SW1V2PZ","SW1V 2PZ","E00023993","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135642","E01004741","SW1V2TG","SW1V 2TG","E00023993","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135643","E01004741","SW1V3QB","SW1V 3QB","E00023971","E01004741","Westminster 024F","E02000983","Westminster 024","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.34,10472
"135644","E01004742","SW1V2NX","SW1V 2NX","E00023968","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135645","E01004742","SW1V3ED","SW1V 3ED","E00023967","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135646","E01004742","SW1V2ND","SW1V 2ND","E00023996","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135647","E01004742","SW1V2DP","SW1V 2DP","E00175222","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135648","E01004742","SW1V2EX","SW1V 2EX","E00023967","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135649","E01004742","SW1V2HU","SW1V 2HU","E00023996","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135650","E01004742","SW1V2NS","SW1V 2NS","E00023968","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135651","E01004742","SW1V2PB","SW1V 2PB","E00023969","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135652","E01004742","SW1V2NH","SW1V 2NH","E00023969","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",1,"00BK","City of Westminster","H","London",16.43,16984
"135653","E01004742","SW1V2PD","SW1V 2PD","E00023997","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135654","E01004742","SW1V2NU","SW1V 2NU","E00023968","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135655","E01004742","SW1V2NR","SW1V 2NR","E00023991","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135656","E01004742","SW1V2NT","SW1V 2NT","E00023968","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135657","E01004742","SW1V2BL","SW1V 2BL","E00023998","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135658","E01004742","SW1V2DS","SW1V 2DS","E00023991","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135659","E01004742","SW1V3EB","SW1V 3EB","E00023967","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135660","E01004742","SW1V2BQ","SW1V 2BQ","E00023996","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135661","E01004742","SW1V3DZ","SW1V 3DZ","E00023969","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135662","E01004742","SW1V2NN","SW1V 2NN","E00023997","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135663","E01004742","SW1V2EY","SW1V 2EY","E00175222","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135664","E01004742","SW1V2PE","SW1V 2PE","E00023996","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135665","E01004742","SW1V2NP","SW1V 2NP","E00023997","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135666","E01004742","SW1V2NL","SW1V 2NL","E00023997","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135667","E01004742","SW1V2DX","SW1V 2DX","E00023991","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135668","E01004742","SW1V4BZ","SW1V 4BZ","E00175222","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135669","E01004742","SW1V2BH","SW1V 2BH","E00023996","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135670","E01004742","SW1V2BJ","SW1V 2BJ","E00023991","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135671","E01004742","SW1V2NY","SW1V 2NY","E00023969","E01004742","Westminster 022A","E02000981","Westminster 022","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",16.43,16984
"135672","E01004743","SW1P4LY","SW1P 4LY","E00175253","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135673","E01004743","SW1P4SA","SW1P 4SA","E00175253","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135674","E01004743","SW1P4BQ","SW1P 4BQ","E00024019","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135675","E01004743","SW1P4EX","SW1P 4EX","E00024016","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135676","E01004743","SW1P4BY","SW1P 4BY","E00024010","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135677","E01004743","SW1P4EP","SW1P 4EP","E00024010","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135678","E01004743","SW1P4EY","SW1P 4EY","E00024016","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135679","E01004743","SW1P4DA","SW1P 4DA","E00175254","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135680","E01004743","SW1P4SB","SW1P 4SB","E00175253","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135681","E01004743","SW1P4BX","SW1P 4BX","E00175253","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135682","E01004743","SW1P4EW","SW1P 4EW","E00024010","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135683","E01004743","SW1P4EN","SW1P 4EN","E00024011","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135684","E01004743","SW1P4BD","SW1P 4BD","E00024019","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135685","E01004743","SW1P4ET","SW1P 4ET","E00024011","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135686","E01004743","SW1P4EU","SW1P 4EU","E00024011","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135687","E01004743","SW1P4ES","SW1P 4ES","E00024011","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135688","E01004743","SW1P4EZ","SW1P 4EZ","E00024016","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135689","E01004743","SW1P4ER","SW1P 4ER","E00024011","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135690","E01004743","SW1P4BU","SW1P 4BU","E00175253","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135691","E01004743","SW1P4BZ","SW1P 4BZ","E00024019","E01004743","Westminster 021B","E02000980","Westminster 021","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",21.27,13049
"135692","E01004744","SW1V1TL","SW1V 1TL","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135693","E01004744","SW1P2PA","SW1P 2PA","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135694","E01004744","SW1P1PJ","SW1P 1PJ","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135695","E01004744","SW1V1TQ","SW1V 1TQ","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135696","E01004744","SW1P2QF","SW1P 2QF","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135697","E01004744","SW1P2QE","SW1P 2QE","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135698","E01004744","SW1P1BU","SW1P 1BU","E00024034","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135699","E01004744","SW1P1DS","SW1P 1DS","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135700","E01004744","SW1V1TN","SW1V 1TN","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135701","E01004744","SW1V1DX","SW1V 1DX","E00024014","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135702","E01004744","SW1P1EF","SW1P 1EF","E00024004","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135703","E01004744","SW1P1JJ","SW1P 1JJ","E00024014","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135704","E01004744","SW1P1PD","SW1P 1PD","E00024034","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135705","E01004744","SW1V1TE","SW1V 1TE","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135706","E01004744","SW1P2PB","SW1P 2PB","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135707","E01004744","SW1P1ED","SW1P 1ED","E00024004","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135708","E01004744","SW1P1PQ","SW1P 1PQ","E00024034","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135709","E01004744","SW1P1BT","SW1P 1BT","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135710","E01004744","SW1P1DT","SW1P 1DT","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135711","E01004744","SW1P1PN","SW1P 1PN","E00024034","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135712","E01004744","SW1P1RD","SW1P 1RD","E00024034","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135713","E01004744","SW1P1BS","SW1P 1BS","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135714","E01004744","SW1P1PG","SW1P 1PG","E00024034","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135715","E01004744","SW1V1TA","SW1V 1TA","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135716","E01004744","SW1V1TD","SW1V 1TD","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135717","E01004744","SW1V1TJ","SW1V 1TJ","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135718","E01004744","SW1P1DN","SW1P 1DN","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135719","E01004744","SW1P1AB","SW1P 1AB","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135720","E01004744","SW1P1PL","SW1P 1PL","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135721","E01004744","SW1P1EA","SW1P 1EA","E00024004","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135722","E01004744","SW1P1JU","SW1P 1JU","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135723","E01004744","SW1P2PW","SW1P 2PW","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135724","E01004744","SW1P1DU","SW1P 1DU","E00024014","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135725","E01004744","SW1V1TB","SW1V 1TB","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135726","E01004744","SW1P1NS","SW1P 1NS","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135727","E01004744","SW1P1RP","SW1P 1RP","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135728","E01004744","SW1P1PA","SW1P 1PA","E00024034","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135729","E01004744","SW1V1TG","SW1V 1TG","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135730","E01004744","SW1P1DW","SW1P 1DW","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135731","E01004744","SW1P1PP","SW1P 1PP","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135732","E01004744","SW1P1JW","SW1P 1JW","E00024014","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135733","E01004744","SW1P1EB","SW1P 1EB","E00024004","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135734","E01004744","SW1V1TH","SW1V 1TH","E00024013","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135735","E01004744","SW1P1DR","SW1P 1DR","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135736","E01004744","SW1P1RZ","SW1P 1RZ","E00024005","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135737","E01004744","SW1P1JH","SW1P 1JH","E00024014","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135738","E01004744","SW1P1DX","SW1P 1DX","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
"135739","E01004744","SW1P1DP","SW1P 1DP","E00024008","E01004744","Westminster 020D","E02000979","Westminster 020","E09000033","Westminster","",0,"00BK","City of Westminster","H","London",25.74,10277
