"","LSOA.CODE","PCD7","PCD8","OA11CD","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","LAD11NMW","PCDOASPLT","LA.CODE","LA.NAME","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived."
"25679","E01000855","WC1B3BS","WC1B 3BS","E00174659","E01000855","Camden 028A","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",15,18246
"25719","E01000855","WC1B3ND","WC1B 3ND","E00174659","E01000855","Camden 028A","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",15,18246
"28061","E01000919","WC2H8PW","WC2H 8PW","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28070","E01000919","WC2H8NL","WC2H 8NL","E00004522","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28071","E01000919","WC2H9NB","WC2H 9NB","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28072","E01000919","WC2H0JE","WC2H 0JE","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28073","E01000919","WC2H0LA","WC2H 0LA","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28074","E01000919","WC2H9NP","WC2H 9NP","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28076","E01000919","WC2H8HL","WC2H 8HL","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28077","E01000919","WC2H8NN","WC2H 8NN","E00004522","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28078","E01000919","WC2H8NG","WC2H 8NG","E00004522","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28081","E01000919","WC2H8BS","WC2H 8BS","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28082","E01000919","WC2H8HJ","WC2H 8HJ","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28083","E01000919","WC2H9LL","WC2H 9LL","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28086","E01000919","WC2H9NU","WC2H 9NU","E00004529","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28093","E01000919","WC2H8DF","WC2H 8DF","E00004523","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28094","E01000919","WC2H8LS","WC2H 8LS","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28095","E01000919","WC2H8BU","WC2H 8BU","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28097","E01000919","WC2H9QS","WC2H 9QS","E00004523","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28100","E01000919","WC2H8LH","WC2H 8LH","E00004522","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28101","E01000919","WC2H8LN","WC2H 8LN","E00004522","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28102","E01000919","WC2H8DE","WC2H 8DE","E00004523","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28103","E01000919","WC2H9LN","WC2H 9LN","E00004523","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28104","E01000919","WC2H9NA","WC2H 9NA","E00004529","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28114","E01000919","WC2H8LW","WC2H 8LW","E00004522","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28118","E01000919","WC2H9LE","WC2H 9LE","E00004529","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28124","E01000919","WC2H8DS","WC2H 8DS","E00004523","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28125","E01000919","WC2H0JN","WC2H 0JN","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28130","E01000919","WC2H8DG","WC2H 8DG","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28131","E01000919","WC2H8LZ","WC2H 8LZ","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28133","E01000919","WC2H8NJ","WC2H 8NJ","E00004522","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28137","E01000919","WC2H9RZ","WC2H 9RZ","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28138","E01000919","WC2H9EP","WC2H 9EP","E00004529","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28144","E01000919","WC2H9LG","WC2H 9LG","E00004523","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"28151","E01000919","WC2H8JA","WC2H 8JA","E00004530","E01000919","Camden 028D","E02000193","Camden 028","E09000007","Camden","",0,"00AG","Camden","H","London",25.53,10379
"81350","E01002818","SW1X0AD","SW1X 0AD","E00014092","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81352","E01002818","SW1X0AB","SW1X 0AB","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81355","E01002818","SW1X9RZ","SW1X 9RZ","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81356","E01002818","SW1X0AE","SW1X 0AE","E00014092","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81360","E01002818","SW1X9PU","SW1X 9PU","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81361","E01002818","SW1X9JE","SW1X 9JE","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81363","E01002818","SW1X0EY","SW1X 0EY","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81364","E01002818","SW1X0EZ","SW1X 0EZ","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81366","E01002818","SW1X0LH","SW1X 0LH","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81368","E01002818","SW1X9LP","SW1X 9LP","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81369","E01002818","SW1X7RN","SW1X 7RN","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81370","E01002818","SW1X9SW","SW1X 9SW","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81371","E01002818","SW1X9JB","SW1X 9JB","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81372","E01002818","SW1X9QN","SW1X 9QN","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81373","E01002818","SW1X9JH","SW1X 9JH","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81374","E01002818","SW1X0EX","SW1X 0EX","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81375","E01002818","SW1X9JU","SW1X 9JU","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81376","E01002818","SW1X9QR","SW1X 9QR","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81377","E01002818","SW1X0EU","SW1X 0EU","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81378","E01002818","SW1X9JD","SW1X 9JD","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81379","E01002818","SW1X0JY","SW1X 0JY","E00014092","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81381","E01002818","SW1X0BH","SW1X 0BH","E00014095","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81385","E01002818","SW1X0NJ","SW1X 0NJ","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81386","E01002818","SW1X0HD","SW1X 0HD","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81387","E01002818","SW1X0HB","SW1X 0HB","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81388","E01002818","SW1X9SN","SW1X 9SN","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81390","E01002818","SW1X9QF","SW1X 9QF","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81391","E01002818","SW1X0HA","SW1X 0HA","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81392","E01002818","SW1X0DA","SW1X 0DA","E00014095","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81394","E01002818","SW1X9QT","SW1X 9QT","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81396","E01002818","SW1X9NE","SW1X 9NE","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81397","E01002818","SW1X9JT","SW1X 9JT","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81399","E01002818","SW1X0ES","SW1X 0ES","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81402","E01002818","SW1X0LL","SW1X 0LL","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81403","E01002818","SW1X9PY","SW1X 9PY","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81404","E01002818","SW1X0ET","SW1X 0ET","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81405","E01002818","SW1X9LA","SW1X 9LA","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81407","E01002818","SW1X9JX","SW1X 9JX","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81408","E01002818","SW1X0EP","SW1X 0EP","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81409","E01002818","SW1X9LE","SW1X 9LE","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81410","E01002818","SW1X0JZ","SW1X 0JZ","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81411","E01002818","SW1X9JL","SW1X 9JL","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81413","E01002818","SW1X0AA","SW1X 0AA","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81414","E01002818","SW1X0LJ","SW1X 0LJ","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81415","E01002818","SW1X8HJ","SW1X 8HJ","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81416","E01002818","SW1X9LQ","SW1X 9LQ","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81417","E01002818","SW1X0JE","SW1X 0JE","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81418","E01002818","SW1X9NB","SW1X 9NB","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81419","E01002818","SW1X9SR","SW1X 9SR","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81420","E01002818","SW1X0LN","SW1X 0LN","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81422","E01002818","SW1X0AF","SW1X 0AF","E00014087","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81423","E01002818","SW1X9HX","SW1X 9HX","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81424","E01002818","SW1X0HJ","SW1X 0HJ","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81426","E01002818","SW1X9SA","SW1X 9SA","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81429","E01002818","SW1X0JA","SW1X 0JA","E00014096","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81431","E01002818","SW1X0LG","SW1X 0LG","E00014087","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81432","E01002818","SW1X9JN","SW1X 9JN","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81433","E01002818","SW1X9QU","SW1X 9QU","E00014084","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81434","E01002818","SW1X9JJ","SW1X 9JJ","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81435","E01002818","SW1X9EN","SW1X 9EN","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81436","E01002818","SW1X9QG","SW1X 9QG","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81437","E01002818","SW1X9EL","SW1X 9EL","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81438","E01002818","SW1X9PZ","SW1X 9PZ","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81439","E01002818","SW1X9JQ","SW1X 9JQ","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81440","E01002818","SW1X9EB","SW1X 9EB","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81441","E01002818","SW1X9NU","SW1X 9NU","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81442","E01002818","SW1X9QL","SW1X 9QL","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81445","E01002818","SW1X0LA","SW1X 0LA","E00014087","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81446","E01002818","SW1X9LU","SW1X 9LU","E00014086","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"81447","E01002818","SW1X9LJ","SW1X 9LJ","E00014085","E01002818","Kensington and Chelsea 012A","E02000588","Kensington and Chelsea 012","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",12.63,20809
"82183","E01002837","SW109RY","SW10 9RY","E00014214","E01002837","Kensington and Chelsea 016E","E02000592","Kensington and Chelsea 016","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",10.82,22938
"82189","E01002837","SW109RZ","SW10 9RZ","E00014209","E01002837","Kensington and Chelsea 016E","E02000592","Kensington and Chelsea 016","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.82,22938
"82196","E01002837","SW109RX","SW10 9RX","E00014214","E01002837","Kensington and Chelsea 016E","E02000592","Kensington and Chelsea 016","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.82,22938
"82197","E01002837","SW109RT","SW10 9RT","E00014214","E01002837","Kensington and Chelsea 016E","E02000592","Kensington and Chelsea 016","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.82,22938
"82200","E01002837","SW109RU","SW10 9RU","E00014214","E01002837","Kensington and Chelsea 016E","E02000592","Kensington and Chelsea 016","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",10.82,22938
"82211","E01002838","SW109RS","SW10 9RS","E00014182","E01002838","Kensington and Chelsea 020A","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",11.25,22418
"82212","E01002838","SW109RR","SW10 9RR","E00014182","E01002838","Kensington and Chelsea 020A","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",11.25,22418
"82213","E01002838","SW109QU","SW10 9QU","E00014182","E01002838","Kensington and Chelsea 020A","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",11.25,22418
"82221","E01002838","SW109PY","SW10 9PY","E00175098","E01002838","Kensington and Chelsea 020A","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",11.25,22418
"82222","E01002838","SW109QZ","SW10 9QZ","E00014182","E01002838","Kensington and Chelsea 020A","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",11.25,22418
"82228","E01002838","SW109QS","SW10 9QS","E00175098","E01002838","Kensington and Chelsea 020A","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",11.25,22418
"82235","E01002838","SW109QT","SW10 9QT","E00175098","E01002838","Kensington and Chelsea 020A","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",11.25,22418
"82237","E01002838","SW109QY","SW10 9QY","E00014182","E01002838","Kensington and Chelsea 020A","E02000596","Kensington and Chelsea 020","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",11.25,22418
"82269","E01002840","SW100EX","SW10 0EX","E00014244","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82270","E01002840","SW100EZ","SW10 0EZ","E00014239","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82271","E01002840","SW100DE","SW10 0DE","E00014238","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82272","E01002840","SW100DT","SW10 0DT","E00014239","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82273","E01002840","SW100BX","SW10 0BX","E00014238","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82274","E01002840","SW100BZ","SW10 0BZ","E00014238","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82275","E01002840","SW100EY","SW10 0EY","E00014239","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82276","E01002840","SW100BU","SW10 0BU","E00014238","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82278","E01002840","SW100LP","SW10 0LP","E00014238","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82280","E01002840","SW100DQ","SW10 0DQ","E00014235","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82281","E01002840","SW100BT","SW10 0BT","E00014241","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",0,"00AW","Kensington and Chelsea","H","London",30.94,7786
"82282","E01002840","SW100LR","SW10 0LR","E00014237","E01002840","Kensington and Chelsea 021A","E02000597","Kensington and Chelsea 021","E09000020","Kensington and Chelsea","",1,"00AW","Kensington and Chelsea","H","London",30.94,7786
